DATA_DECESSO,DECESSI,iss_date
03/07/2022,60,11/08/2022
05/07/2022,95,11/08/2022
07/07/2022,100,11/08/2022
11/07/2022,88,11/08/2022
13/07/2022,94,11/08/2022
15/07/2022,114,11/08/2022
16/07/2022,114,11/08/2022
17/07/2022,129,11/08/2022
18/07/2022,133,11/08/2022
19/07/2022,134,11/08/2022
20/07/2022,134,11/08/2022
21/07/2022,122,11/08/2022
22/07/2022,123,11/08/2022
23/07/2022,160,11/08/2022
24/07/2022,129,11/08/2022
25/07/2022,150,11/08/2022
26/07/2022,137,11/08/2022
27/07/2022,160,11/08/2022
28/07/2022,117,11/08/2022
29/07/2022,115,11/08/2022
30/07/2022,103,11/08/2022
31/07/2022,98,11/08/2022
01/08/2022,120,11/08/2022
02/08/2022,123,11/08/2022
03/08/2022,121,11/08/2022
04/08/2022,107,11/08/2022
05/08/2022,102,11/08/2022
06/08/2022,88,11/08/2022
07/08/2022,69,11/08/2022
08/08/2022,98,11/08/2022
09/08/2022,43,11/08/2022
10/08/2022,15,11/08/2022
